,Day,Network
10,2014-01-06 12:00:00,"[['Sten Sanjorge Jr (tethys)', 'Orhan Strum', 1], ['Sten Sanjorge Jr (tethys)', 'Willem Vasco-Pais', 1], ['Mat Bramar', 'Carla Forluniau', 1], ['Mat Bramar', 'Rachel Pantanal', 1], ['Mat Bramar', 'Cornelia Lais', 1], ['Mat Bramar', 'Linda Lagos', 1], ['Mat Bramar', 'Ruscella Mies', 1], ['Mat Bramar', 'Anda Ribera', 1], ['Lucas Alcazar', 'Isak Baza', 1]]"
11,2014-01-06 12:20:00,"[['Ingrid Barranco', 'Loreto Bodrogi', 1], ['Lars Azada', 'Felix Balas', 1], ['Lars Azada', 'Birgitta Frente', 1], ['Orhan Strum', 'Stenig Fusil', 1], ['Stenig Fusil', 'Orhan Strum', 1], ['Axel Calzas', 'Gustav Cazar', 1], ['Axel Calzas', 'Lars Azada', 1], ['Axel Calzas', 'Felix Balas', 1], ['Axel Calzas', 'Isande Borrasca', 1], ['Axel Calzas', 'Kare Orilla', 1], ['Axel Calzas', 'Vira Frente', 1], ['Axel Calzas', 'Elsa Orilla', 1], ['Axel Calzas', 'Birgitta Frente', 1]]"
12,2014-01-06 12:40:00,"[['Loreto Bodrogi', 'Ingrid Barranco', 1], ['Loreto Bodrogi', 'Hennie Osvaldo', 1], ['Loreto Bodrogi', 'Inga Ferro', 1], ['Loreto Bodrogi', 'Varja Lagos', 1], ['Lars Azada', 'Felix Balas', 1], ['Lars Azada', 'Birgitta Frente', 1], ['Felix Balas', 'Lars Azada', 2], ['Felix Balas', 'Birgitta Frente', 2], ['Albina Hafon', 'Emile Arpa', 1], ['Albina Hafon', 'Valeria Morlun', 1], ['Albina Hafon', 'Dylan Scozzese', 1], ['Albina Hafon', 'Benito Hawelon', 1], ['Albina Hafon', 'Adan Morlun', 1], ['Albina Hafon', 'Dante Coginian', 1], ['Albina Hafon', 'Irene Nant', 1], ['Nils Calixto', 'Sven Flecha', 1]]"
13,2014-01-06 13:00:00,"[['Felix Resumir', 'Loreto Bodrogi', 1], ['Felix Resumir', 'Hennie Osvaldo', 1], ['Felix Resumir', 'Hideki Cocinaro', 1], ['Felix Resumir', 'Kanon Herrero', 1], ['Felix Resumir', 'Inga Ferro', 1], ['Felix Resumir', 'Isia Vann', 1], ['Felix Resumir', 'Stenig Fusil', 1], ['Felix Resumir', 'Edvard Vann', 1], ['Felix Resumir', 'Varja Lagos', 1], ['Orhan Strum', 'Willem Vasco-Pais', 1], ['Willem Vasco-Pais', 'Orhan Strum', 1], ['Benito Hawelon', 'Varro Awelon', 1], ['Benito Hawelon', 'Claudio Hawelon', 1], ['Benito Hawelon', 'Emile Arpa', 1], ['Benito Hawelon', 'Valeria Morlun', 1], ['Benito Hawelon', 'Albina Hafon', 1], ['Benito Hawelon', 'Adan Morlun', 1], ['Benito Hawelon', 'Dante Coginian', 1], ['Benito Hawelon', 'Irene Nant', 1], ['Anda Ribera', 'Valeria Morlun', 1]]"
14,2014-01-06 13:20:00,"[['Carla Forluniau', 'Mat Bramar', 1], ['Carla Forluniau', 'Rachel Pantanal', 1], ['Carla Forluniau', 'Cornelia Lais', 1], ['Carla Forluniau', 'Linda Lagos', 1], ['Carla Forluniau', 'Ruscella Mies', 1], ['Carla Forluniau', 'Anda Ribera', 1], ['Loreto Bodrogi', 'Ingrid Barranco', 1], ['Ingrid Barranco', 'Loreto Bodrogi', 1], ['Bertrand Ovan', 'Varro Awelon', 1], ['Bertrand Ovan', 'Claudio Hawelon', 1], ['Bertrand Ovan', 'Emile Arpa', 1], ['Bertrand Ovan', 'Albina Hafon', 1], ['Bertrand Ovan', 'Valeria Morlun', 1], ['Bertrand Ovan', 'Dylan Scozzese', 1], ['Bertrand Ovan', 'Benito Hawelon', 1], ['Bertrand Ovan', 'Adan Morlun', 1], ['Bertrand Ovan', 'Henk Mies', 1], ['Bertrand Ovan', 'Cecilia Morluniau', 1], ['Bertrand Ovan', 'Dante Coginian', 1], ['Bertrand Ovan', 'Irene Nant', 1], ['Felix Balas', 'Lars Azada', 1], ['Felix Balas', 'Birgitta Frente', 1], ['Anda Ribera', 'Carla Forluniau', 1], ['Anda Ribera', 'Mat Bramar', 1], ['Anda Ribera', 'Rachel Pantanal', 1], ['Anda Ribera', 'Cornelia Lais', 1], ['Anda Ribera', 'Linda Lagos', 1], ['Anda Ribera', 'Ruscella Mies', 1], ['Birgitta Frente', 'Felix Balas', 1], ['Birgitta Frente', 'Lars Azada', 1]]"
15,2014-01-06 13:40:00,"[['Hennie Osvaldo', 'Kanon Herrero', 1], ['Claudio Hawelon', 'Cecilia Morluniau', 1], ['Claudio Hawelon', 'Dylan Scozzese', 1], ['Claudio Hawelon', 'Irene Nant', 1], ['Valeria Morlun', 'Anda Ribera', 1], ['Cornelia Lais', 'Carla Forluniau', 1], ['Cornelia Lais', 'Mat Bramar', 1], ['Cornelia Lais', 'Rachel Pantanal', 1], ['Cornelia Lais', 'Linda Lagos', 1], ['Cornelia Lais', 'Ruscella Mies', 1], ['Cornelia Lais', 'Anda Ribera', 1]]"
16,2014-01-06 14:00:00,"[['Varro Awelon', 'Claudio Hawelon', 1], ['Varro Awelon', 'Albina Hafon', 1], ['Varro Awelon', 'Benito Hawelon', 1], ['Varro Awelon', 'Cecilia Morluniau', 1], ['Varro Awelon', 'Dante Coginian', 1], ['Adan Morlun', 'Varro Awelon', 1], ['Adan Morlun', 'Claudio Hawelon', 1], ['Adan Morlun', 'Emile Arpa', 1], ['Adan Morlun', 'Valeria Morlun', 1], ['Adan Morlun', 'Dylan Scozzese', 1], ['Adan Morlun', 'Benito Hawelon', 1], ['Adan Morlun', 'Henk Mies', 1], ['Adan Morlun', 'Dante Coginian', 1], ['Adan Morlun', 'Irene Nant', 1], ['Cecilia Morluniau', 'Ingrid Barranco', 1], ['Dante Coginian', 'Lucas Alcazar', 1], ['Anda Ribera', 'Valeria Morlun', 1]]"
17,2014-01-06 14:20:00,"[['Benito Hawelon', 'Varro Awelon', 1], ['Benito Hawelon', 'Claudio Hawelon', 1], ['Benito Hawelon', 'Emile Arpa', 1], ['Benito Hawelon', 'Valeria Morlun', 1], ['Benito Hawelon', 'Albina Hafon', 2], ['Benito Hawelon', 'Adan Morlun', 1], ['Benito Hawelon', 'Henk Mies', 1], ['Benito Hawelon', 'Cecilia Morluniau', 1], ['Benito Hawelon', 'Dante Coginian', 2], ['Axel Calzas', 'Lars Azada', 1], ['Nils Calixto', 'Sven Flecha', 2], ['Dante Coginian', 'Varro Awelon', 1], ['Dante Coginian', 'Valeria Morlun', 1], ['Dante Coginian', 'Albina Hafon', 1], ['Dante Coginian', 'Benito Hawelon', 1], ['Willem Vasco-Pais', 'Orhan Strum', 1]]"
18,2014-01-06 14:40:00,"[['Axel Calzas', 'Gustav Cazar', 1], ['Axel Calzas', 'Lars Azada', 1], ['Axel Calzas', 'Felix Balas', 1], ['Axel Calzas', 'Isande Borrasca', 1], ['Axel Calzas', 'Kare Orilla', 1], ['Axel Calzas', 'Vira Frente', 1], ['Axel Calzas', 'Elsa Orilla', 1], ['Axel Calzas', 'Birgitta Frente', 1], ['Anda Ribera', 'Carla Forluniau', 1], ['Anda Ribera', 'Mat Bramar', 1], ['Anda Ribera', 'Rachel Pantanal', 1], ['Anda Ribera', 'Cornelia Lais', 1], ['Anda Ribera', 'Linda Lagos', 1], ['Anda Ribera', 'Ruscella Mies', 1], ['Albina Hafon', 'Henk Mies', 1], ['Albina Hafon', 'Dante Coginian', 1], ['Albina Hafon', 'Benito Hawelon', 1], ['Vira Frente', 'Gustav Cazar', 1], ['Vira Frente', 'Adra Nubarron', 1], ['Vira Frente', 'Felix Balas', 1], ['Vira Frente', 'Isande Borrasca', 1], ['Vira Frente', 'Lars Azada', 1], ['Vira Frente', 'Kare Orilla', 1], ['Vira Frente', 'Marin Onda', 1], ['Vira Frente', 'Brand Tempestad', 1], ['Vira Frente', 'Elsa Orilla', 1]]"
19,2014-01-06 15:00:00,"[['Willem Vasco-Pais', 'Orhan Strum', 1], ['Ruscella Mies', 'Carla Forluniau', 1], ['Ruscella Mies', 'Mat Bramar', 1], ['Ruscella Mies', 'Rachel Pantanal', 1], ['Ruscella Mies', 'Cornelia Lais', 1], ['Ruscella Mies', 'Linda Lagos', 1], ['Ruscella Mies', 'Anda Ribera', 1], ['Kanon Herrero', 'Hennie Osvaldo', 1], ['Kanon Herrero', 'Nils Calixto', 1]]"
20,2014-01-06 15:20:00,"[['Claudio Hawelon', 'Rachel Pantanal', 1], ['Ingrid Barranco', 'Cecilia Morluniau', 1], ['Ruscella Mies', 'Carla Forluniau', 1], ['Ruscella Mies', 'Mat Bramar', 1], ['Ruscella Mies', 'Rachel Pantanal', 1], ['Ruscella Mies', 'Cornelia Lais', 1], ['Ruscella Mies', 'Linda Lagos', 1], ['Ruscella Mies', 'Anda Ribera', 1], ['Sven Flecha', 'Nils Calixto', 1], ['Cecilia Morluniau', 'Ingrid Barranco', 1]]"
21,2014-01-06 15:40:00,"[['Mat Bramar', 'Ingrid Barranco', 1], ['Mat Bramar', 'Bertrand Ovan', 1], ['Mat Bramar', 'Lars Azada', 1], ['Mat Bramar', 'Kare Orilla', 1], ['Mat Bramar', 'Marin Onda', 1], ['Mat Bramar', 'Ada Campo-Corrente', 1], ['Mat Bramar', 'Isak Baza', 1], ['Mat Bramar', 'Felix Resumir', 1], ['Mat Bramar', 'Rachel Pantanal', 1], ['Mat Bramar', 'Cornelia Lais', 1], ['Mat Bramar', 'Orhan Strum', 1], ['Mat Bramar', 'Lidelse Dedos', 1], ['Mat Bramar', 'Adan Morlun', 1], ['Mat Bramar', 'Edvard Vann', 1], ['Mat Bramar', 'Axel Calzas', 1], ['Mat Bramar', 'Cecilia Morluniau', 1], ['Mat Bramar', 'Brand Tempestad', 1], ['Mat Bramar', 'Elsa Orilla', 1], ['Mat Bramar', 'Irene Nant', 1], ['Mat Bramar', 'Varro Awelon', 1], ['Mat Bramar', 'Loreto Bodrogi', 1], ['Mat Bramar', 'Gustav Cazar', 1], ['Mat Bramar', 'Adra Nubarron', 1], ['Mat Bramar', 'Felix Balas', 1], ['Mat Bramar', 'Hideki Cocinaro', 1], ['Mat Bramar', 'Ruscella Mies', 1], ['Mat Bramar', 'Sven Flecha', 1], ['Mat Bramar', 'Stenig Fusil', 1], ['Mat Bramar', 'Nils Calixto', 1], ['Mat Bramar', 'Sten Sanjorge Jr', 1], ['Mat Bramar', 'Varja Lagos', 1], ['Mat Bramar', 'Willem Vasco-Pais', 1], ['Mat Bramar', 'Dante Coginian', 1], ['Mat Bramar', 'Birgitta Frente', 1], ['Mat Bramar', 'Carla Forluniau', 1], ['Mat Bramar', 'Lucas Alcazar', 1], ['Mat Bramar', 'Emile Arpa', 1], ['Mat Bramar', 'Albina Hafon', 1], ['Mat Bramar', 'Valeria Morlun', 1], ['Mat Bramar', 'Kanon Herrero', 1], ['Mat Bramar', 'Inga Ferro', 1], ['Mat Bramar', 'Vira Frente', 1], ['Mat Bramar', 'Henk Mies', 1], ['Mat Bramar', 'Linnea Bergen', 1], ['Mat Bramar', 'Claudio Hawelon', 1], ['Mat Bramar', 'Isande Borrasca', 1], ['Mat Bramar', 'Hennie Osvaldo', 1], ['Mat Bramar', 'Dylan Scozzese', 1], ['Mat Bramar', 'Linda Lagos', 1], ['Mat Bramar', 'Isia Vann', 1], ['Mat Bramar', 'Benito Hawelon', 1], ['Mat Bramar', 'Minke Mies', 1], ['Mat Bramar', 'Anda Ribera', 1]]"
22,2014-01-06 16:00:00,"[['Ruscella Mies', 'Ingrid Barranco', 1], ['Ruscella Mies', 'Bertrand Ovan', 1], ['Ruscella Mies', 'Lars Azada', 1], ['Ruscella Mies', 'Kare Orilla', 1], ['Ruscella Mies', 'Marin Onda', 1], ['Ruscella Mies', 'Ada Campo-Corrente', 1], ['Ruscella Mies', 'Isak Baza', 1], ['Ruscella Mies', 'Felix Resumir', 1], ['Ruscella Mies', 'Rachel Pantanal', 1], ['Ruscella Mies', 'Cornelia Lais', 1], ['Ruscella Mies', 'Orhan Strum', 1], ['Ruscella Mies', 'Lidelse Dedos', 1], ['Ruscella Mies', 'Adan Morlun', 1], ['Ruscella Mies', 'Edvard Vann', 1], ['Ruscella Mies', 'Axel Calzas', 1], ['Ruscella Mies', 'Cecilia Morluniau', 1], ['Ruscella Mies', 'Brand Tempestad', 1], ['Ruscella Mies', 'Elsa Orilla', 1], ['Ruscella Mies', 'Irene Nant', 1], ['Ruscella Mies', 'Varro Awelon', 1], ['Ruscella Mies', 'Loreto Bodrogi', 1], ['Ruscella Mies', 'Gustav Cazar', 1], ['Ruscella Mies', 'Adra Nubarron', 1], ['Ruscella Mies', 'Felix Balas', 1], ['Ruscella Mies', 'Hideki Cocinaro', 1], ['Ruscella Mies', 'Sven Flecha', 1], ['Ruscella Mies', 'Stenig Fusil', 1], ['Ruscella Mies', 'Nils Calixto', 1], ['Ruscella Mies', 'Sten Sanjorge Jr', 1], ['Ruscella Mies', 'Varja Lagos', 1], ['Ruscella Mies', 'Willem Vasco-Pais', 1], ['Ruscella Mies', 'Dante Coginian', 1], ['Ruscella Mies', 'Birgitta Frente', 1], ['Ruscella Mies', 'Carla Forluniau', 1], ['Ruscella Mies', 'Lucas Alcazar', 1], ['Ruscella Mies', 'Mat Bramar', 1], ['Ruscella Mies', 'Emile Arpa', 1], ['Ruscella Mies', 'Albina Hafon', 1], ['Ruscella Mies', 'Valeria Morlun', 1], ['Ruscella Mies', 'Kanon Herrero', 1], ['Ruscella Mies', 'Inga Ferro', 1], ['Ruscella Mies', 'Vira Frente', 1], ['Ruscella Mies', 'Henk Mies', 1], ['Ruscella Mies', 'Linnea Bergen', 1], ['Ruscella Mies', 'Claudio Hawelon', 1], ['Ruscella Mies', 'Isande Borrasca', 1], ['Ruscella Mies', 'Hennie Osvaldo', 1], ['Ruscella Mies', 'Dylan Scozzese', 1], ['Ruscella Mies', 'Linda Lagos', 1], ['Ruscella Mies', 'Isia Vann', 1], ['Ruscella Mies', 'Benito Hawelon', 1], ['Ruscella Mies', 'Minke Mies', 1], ['Ruscella Mies', 'Anda Ribera', 1], ['Lucas Alcazar', 'Dante Coginian', 1]]"
23,2014-01-06 16:20:00,"[['Adra Nubarron', 'Gustav Cazar', 1], ['Adra Nubarron', 'Felix Balas', 1], ['Adra Nubarron', 'Isande Borrasca', 1], ['Adra Nubarron', 'Lars Azada', 1], ['Adra Nubarron', 'Kare Orilla', 1], ['Adra Nubarron', 'Marin Onda', 1], ['Adra Nubarron', 'Brand Tempestad', 1], ['Adra Nubarron', 'Elsa Orilla', 1]]"
24,2014-01-06 16:40:00,"[['Lars Azada', 'Axel Calzas', 1], ['Dylan Scozzese', 'Cecilia Morluniau', 1], ['Dylan Scozzese', 'Irene Nant', 1], ['Ruscella Mies', 'Carla Forluniau', 1], ['Ruscella Mies', 'Mat Bramar', 1], ['Ruscella Mies', 'Rachel Pantanal', 1], ['Ruscella Mies', 'Cornelia Lais', 1], ['Ruscella Mies', 'Linda Lagos', 1], ['Ruscella Mies', 'Anda Ribera', 1], ['Adan Morlun', 'Varro Awelon', 1], ['Adan Morlun', 'Claudio Hawelon', 1], ['Adan Morlun', 'Emile Arpa', 1], ['Adan Morlun', 'Dylan Scozzese', 1], ['Adan Morlun', 'Benito Hawelon', 1], ['Adan Morlun', 'Henk Mies', 1], ['Adan Morlun', 'Cecilia Morluniau', 1], ['Adan Morlun', 'Dante Coginian', 1], ['Adan Morlun', 'Irene Nant', 1], ['Axel Calzas', 'Lars Azada', 1], ['Nils Calixto', 'Kanon Herrero', 1]]"
25,2014-01-06 17:00:00,"[['Dante Coginian', 'Lucas Alcazar', 1], ['Dylan Scozzese', 'Cecilia Morluniau', 1], ['Dylan Scozzese', 'Irene Nant', 1], ['Kanon Herrero', 'Nils Calixto', 1], ['Nils Calixto', 'Kanon Herrero', 1]]"
26,2014-01-06 17:20:00,"[['Kanon Herrero', 'Nils Calixto', 1]]"
27,2014-01-06 17:40:00,"[['Rachel Pantanal', 'Claudio Hawelon', 1]]"
