,Day,Network
11,2014-01-06 11:00:00,"[['Linnea Bergen', 'Carla Forluniau', 1], ['Linnea Bergen', 'Isak Baza', 1], ['Linnea Bergen', 'Ingrid Barranco', 1], ['Linnea Bergen', 'Varro Awelon', 1], ['Linnea Bergen', 'Linda Lagos', 1], ['Linnea Bergen', 'Elsa Orilla', 1], ['Linnea Bergen', 'Adan Morlun', 1], ['Linnea Bergen', 'Benito Hawelon', 1], ['Linnea Bergen', 'Irene Nant', 1], ['Linnea Bergen', 'Birgitta Frente', 1], ['Linnea Bergen', 'Ada Campo-Corrente', 1], ['Linnea Bergen', 'Nils Calixto', 1], ['Linnea Bergen', 'Marin Onda', 1], ['Linnea Bergen', 'Lars Azada', 1], ['Linnea Bergen', 'Willem Vasco-Pais', 1], ['Linnea Bergen', 'Sten Sanjorge Jr', 1], ['Linnea Bergen', 'Brand Tempestad', 1], ['Linnea Bergen', 'Dante Coginian', 1], ['Linnea Bergen', 'Inga Ferro', 1], ['Linnea Bergen', 'Cornelia Lais', 1], ['Linnea Bergen', 'Sven Flecha', 1], ['Linnea Bergen', 'Hideki Cocinaro', 1], ['Linnea Bergen', 'Henk Mies', 1], ['Linnea Bergen', 'Valeria Morlun', 1], ['Linnea Bergen', 'Axel Calzas', 1], ['Linnea Bergen', 'Rachel Pantanal', 1], ['Linnea Bergen', 'Albina Hafon', 1], ['Linnea Bergen', 'Ruscella Mies', 1], ['Linnea Bergen', 'Kanon Herrero', 1], ['Linnea Bergen', 'Felix Balas', 1], ['Linnea Bergen', 'Kare Orilla', 1], ['Linnea Bergen', 'Dylan Scozzese', 1], ['Linnea Bergen', 'Loreto Bodrogi', 1], ['Linnea Bergen', 'Claudio Hawelon', 1], ['Linnea Bergen', 'Anda Ribera', 1], ['Linnea Bergen', 'Minke Mies', 1], ['Linnea Bergen', 'Isia Vann', 1], ['Linnea Bergen', 'Lucas Alcazar', 1], ['Linnea Bergen', 'Stenig Fusil', 1], ['Linnea Bergen', 'Felix Resumir', 1], ['Linnea Bergen', 'Orhan Strum', 1], ['Linnea Bergen', 'Isande Borrasca', 1], ['Linnea Bergen', 'Varja Lagos', 1], ['Linnea Bergen', 'Edvard Vann', 1], ['Linnea Bergen', 'Mat Bramar', 1], ['Linnea Bergen', 'Adra Nubarron', 1], ['Linnea Bergen', 'Bertrand Ovan', 1], ['Linnea Bergen', 'Hennie Osvaldo', 1], ['Linnea Bergen', 'Cecilia Morluniau', 1], ['Linnea Bergen', 'Lidelse Dedos', 1], ['Linnea Bergen', 'Emile Arpa', 1], ['Linnea Bergen', 'Gustav Cazar', 1], ['Linnea Bergen', 'Vira Frente', 1]]"
12,2014-01-06 11:05:00,"[['Loreto Bodrogi', 'Ingrid Barranco', 1]]"
13,2014-01-06 11:15:00,"[['Linnea Bergen', 'Carla Forluniau', 1], ['Linnea Bergen', 'Isak Baza', 1], ['Linnea Bergen', 'Ingrid Barranco', 1], ['Linnea Bergen', 'Varro Awelon', 1], ['Linnea Bergen', 'Linda Lagos', 1], ['Linnea Bergen', 'Elsa Orilla', 1], ['Linnea Bergen', 'Adan Morlun', 1], ['Linnea Bergen', 'Benito Hawelon', 1], ['Linnea Bergen', 'Irene Nant', 1], ['Linnea Bergen', 'Birgitta Frente', 1], ['Linnea Bergen', 'Ada Campo-Corrente', 1], ['Linnea Bergen', 'Nils Calixto', 1], ['Linnea Bergen', 'Marin Onda', 1], ['Linnea Bergen', 'Lars Azada', 1], ['Linnea Bergen', 'Willem Vasco-Pais', 1], ['Linnea Bergen', 'Sten Sanjorge Jr', 1], ['Linnea Bergen', 'Brand Tempestad', 1], ['Linnea Bergen', 'Dante Coginian', 1], ['Linnea Bergen', 'Inga Ferro', 1], ['Linnea Bergen', 'Cornelia Lais', 1], ['Linnea Bergen', 'Sven Flecha', 1], ['Linnea Bergen', 'Hideki Cocinaro', 1], ['Linnea Bergen', 'Henk Mies', 1], ['Linnea Bergen', 'Valeria Morlun', 1], ['Linnea Bergen', 'Axel Calzas', 1], ['Linnea Bergen', 'Rachel Pantanal', 1], ['Linnea Bergen', 'Albina Hafon', 1], ['Linnea Bergen', 'Ruscella Mies', 1], ['Linnea Bergen', 'Kanon Herrero', 1], ['Linnea Bergen', 'Felix Balas', 1], ['Linnea Bergen', 'Kare Orilla', 1], ['Linnea Bergen', 'Dylan Scozzese', 1], ['Linnea Bergen', 'Loreto Bodrogi', 1], ['Linnea Bergen', 'Claudio Hawelon', 1], ['Linnea Bergen', 'Anda Ribera', 1], ['Linnea Bergen', 'Minke Mies', 1], ['Linnea Bergen', 'Isia Vann', 1], ['Linnea Bergen', 'Lucas Alcazar', 1], ['Linnea Bergen', 'Stenig Fusil', 1], ['Linnea Bergen', 'Felix Resumir', 1], ['Linnea Bergen', 'Orhan Strum', 1], ['Linnea Bergen', 'Isande Borrasca', 1], ['Linnea Bergen', 'Varja Lagos', 1], ['Linnea Bergen', 'Edvard Vann', 1], ['Linnea Bergen', 'Mat Bramar', 1], ['Linnea Bergen', 'Adra Nubarron', 1], ['Linnea Bergen', 'Bertrand Ovan', 1], ['Linnea Bergen', 'Hennie Osvaldo', 1], ['Linnea Bergen', 'Cecilia Morluniau', 1], ['Linnea Bergen', 'Lidelse Dedos', 1], ['Linnea Bergen', 'Emile Arpa', 1], ['Linnea Bergen', 'Gustav Cazar', 1], ['Linnea Bergen', 'Vira Frente', 1]]"
14,2014-01-06 11:25:00,"[['Lucas Alcazar', 'Sven Flecha', 1], ['Lucas Alcazar', 'Nils Calixto', 1]]"
15,2014-01-06 11:35:00,"[['Isak Baza', 'Lucas Alcazar', 1]]"
16,2014-01-06 11:40:00,"[['Lucas Alcazar', 'Isak Baza', 1]]"
17,2014-01-06 11:55:00,"[['Sten Sanjorge Jr (tethys)', 'Willem Vasco-Pais', 1], ['Sten Sanjorge Jr (tethys)', 'Orhan Strum', 1]]"
18,2014-01-06 12:05:00,"[['Mat Bramar', 'Carla Forluniau', 1], ['Mat Bramar', 'Anda Ribera', 1], ['Mat Bramar', 'Cornelia Lais', 1], ['Mat Bramar', 'Linda Lagos', 1], ['Mat Bramar', 'Rachel Pantanal', 1], ['Mat Bramar', 'Ruscella Mies', 1], ['Lucas Alcazar', 'Isak Baza', 1]]"
19,2014-01-06 12:15:00,"[['Axel Calzas', 'Felix Balas', 1], ['Axel Calzas', 'Kare Orilla', 1], ['Axel Calzas', 'Isande Borrasca', 1], ['Axel Calzas', 'Lars Azada', 1], ['Axel Calzas', 'Elsa Orilla', 1], ['Axel Calzas', 'Gustav Cazar', 1], ['Axel Calzas', 'Vira Frente', 1], ['Axel Calzas', 'Birgitta Frente', 1], ['Ingrid Barranco', 'Loreto Bodrogi', 1]]"
20,2014-01-06 12:20:00,"[['Lars Azada', 'Felix Balas', 1], ['Lars Azada', 'Birgitta Frente', 1]]"
21,2014-01-06 12:30:00,"[['Albina Hafon', 'Adan Morlun', 1], ['Albina Hafon', 'Dylan Scozzese', 1], ['Albina Hafon', 'Dante Coginian', 1], ['Albina Hafon', 'Emile Arpa', 1], ['Albina Hafon', 'Valeria Morlun', 1], ['Albina Hafon', 'Irene Nant', 1], ['Albina Hafon', 'Benito Hawelon', 1], ['Stenig Fusil', 'Orhan Strum', 1], ['Orhan Strum', 'Stenig Fusil', 1]]"
22,2014-01-06 12:35:00,"[['Nils Calixto', 'Sven Flecha', 1], ['Felix Balas', 'Lars Azada', 2], ['Felix Balas', 'Birgitta Frente', 2]]"
23,2014-01-06 12:40:00,"[['Lars Azada', 'Felix Balas', 1], ['Lars Azada', 'Birgitta Frente', 1]]"
24,2014-01-06 12:45:00,"[['Loreto Bodrogi', 'Hennie Osvaldo', 1], ['Loreto Bodrogi', 'Varja Lagos', 1], ['Loreto Bodrogi', 'Inga Ferro', 1]]"
25,2014-01-06 12:50:00,"[['Loreto Bodrogi', 'Ingrid Barranco', 1]]"
26,2014-01-06 12:55:00,"[['Willem Vasco-Pais', 'Orhan Strum', 1]]"
27,2014-01-06 13:00:00,"[['Anda Ribera', 'Valeria Morlun', 1]]"
28,2014-01-06 13:05:00,"[['Benito Hawelon', 'Varro Awelon', 1], ['Benito Hawelon', 'Irene Nant', 1], ['Benito Hawelon', 'Claudio Hawelon', 1], ['Benito Hawelon', 'Emile Arpa', 1], ['Benito Hawelon', 'Dante Coginian', 1], ['Benito Hawelon', 'Valeria Morlun', 1], ['Benito Hawelon', 'Albina Hafon', 1], ['Benito Hawelon', 'Adan Morlun', 1], ['Orhan Strum', 'Willem Vasco-Pais', 1]]"
29,2014-01-06 13:10:00,"[['Felix Resumir', 'Varja Lagos', 1], ['Felix Resumir', 'Edvard Vann', 1], ['Felix Resumir', 'Loreto Bodrogi', 1], ['Felix Resumir', 'Inga Ferro', 1], ['Felix Resumir', 'Hideki Cocinaro', 1], ['Felix Resumir', 'Isia Vann', 1], ['Felix Resumir', 'Stenig Fusil', 1], ['Felix Resumir', 'Hennie Osvaldo', 1], ['Felix Resumir', 'Kanon Herrero', 1]]"
30,2014-01-06 13:15:00,"[['Felix Balas', 'Lars Azada', 1], ['Felix Balas', 'Birgitta Frente', 1], ['Bertrand Ovan', 'Dylan Scozzese', 1], ['Bertrand Ovan', 'Varro Awelon', 1], ['Bertrand Ovan', 'Irene Nant', 1], ['Bertrand Ovan', 'Dante Coginian', 1], ['Bertrand Ovan', 'Emile Arpa', 1], ['Bertrand Ovan', 'Claudio Hawelon', 1], ['Bertrand Ovan', 'Cecilia Morluniau', 1], ['Bertrand Ovan', 'Henk Mies', 1], ['Bertrand Ovan', 'Valeria Morlun', 1], ['Bertrand Ovan', 'Albina Hafon', 1], ['Bertrand Ovan', 'Adan Morlun', 1], ['Bertrand Ovan', 'Benito Hawelon', 1]]"
31,2014-01-06 13:20:00,"[['Ingrid Barranco', 'Loreto Bodrogi', 1]]"
32,2014-01-06 13:25:00,"[['Loreto Bodrogi', 'Ingrid Barranco', 1], ['Carla Forluniau', 'Mat Bramar', 1], ['Carla Forluniau', 'Anda Ribera', 1], ['Carla Forluniau', 'Cornelia Lais', 1], ['Carla Forluniau', 'Linda Lagos', 1], ['Carla Forluniau', 'Rachel Pantanal', 1], ['Carla Forluniau', 'Ruscella Mies', 1], ['Birgitta Frente', 'Lars Azada', 1], ['Birgitta Frente', 'Felix Balas', 1]]"
33,2014-01-06 13:30:00,"[['Anda Ribera', 'Carla Forluniau', 1], ['Anda Ribera', 'Mat Bramar', 1], ['Anda Ribera', 'Cornelia Lais', 1], ['Anda Ribera', 'Linda Lagos', 1], ['Anda Ribera', 'Rachel Pantanal', 1], ['Anda Ribera', 'Ruscella Mies', 1]]"
34,2014-01-06 13:35:00,"[['Claudio Hawelon', 'Irene Nant', 1], ['Claudio Hawelon', 'Dylan Scozzese', 1], ['Claudio Hawelon', 'Cecilia Morluniau', 1]]"
35,2014-01-06 13:40:00,"[['Hennie Osvaldo', 'Kanon Herrero', 1]]"
36,2014-01-06 13:50:00,"[['Cornelia Lais', 'Carla Forluniau', 1], ['Cornelia Lais', 'Mat Bramar', 1], ['Cornelia Lais', 'Anda Ribera', 1], ['Cornelia Lais', 'Linda Lagos', 1], ['Cornelia Lais', 'Rachel Pantanal', 1], ['Cornelia Lais', 'Ruscella Mies', 1], ['Valeria Morlun', 'Anda Ribera', 1]]"
37,2014-01-06 13:55:00,"[['Cecilia Morluniau', 'Ingrid Barranco', 1]]"
38,2014-01-06 14:00:00,"[['Varro Awelon', 'Dante Coginian', 1], ['Varro Awelon', 'Claudio Hawelon', 1], ['Varro Awelon', 'Cecilia Morluniau', 1], ['Varro Awelon', 'Albina Hafon', 1], ['Varro Awelon', 'Benito Hawelon', 1], ['Adan Morlun', 'Dylan Scozzese', 1], ['Adan Morlun', 'Varro Awelon', 1], ['Adan Morlun', 'Claudio Hawelon', 1], ['Adan Morlun', 'Dante Coginian', 1], ['Adan Morlun', 'Emile Arpa', 1], ['Adan Morlun', 'Valeria Morlun', 1], ['Adan Morlun', 'Henk Mies', 1], ['Adan Morlun', 'Irene Nant', 1], ['Adan Morlun', 'Benito Hawelon', 1], ['Anda Ribera', 'Valeria Morlun', 1]]"
39,2014-01-06 14:05:00,"[['Dante Coginian', 'Lucas Alcazar', 1]]"
40,2014-01-06 14:15:00,"[['Nils Calixto', 'Sven Flecha', 1]]"
41,2014-01-06 14:20:00,"[['Willem Vasco-Pais', 'Orhan Strum', 1], ['Benito Hawelon', 'Varro Awelon', 1], ['Benito Hawelon', 'Emile Arpa', 1], ['Benito Hawelon', 'Dante Coginian', 1], ['Benito Hawelon', 'Claudio Hawelon', 1], ['Benito Hawelon', 'Cecilia Morluniau', 1], ['Benito Hawelon', 'Valeria Morlun', 1], ['Benito Hawelon', 'Albina Hafon', 1], ['Benito Hawelon', 'Adan Morlun', 1], ['Axel Calzas', 'Lars Azada', 1]]"
42,2014-01-06 14:25:00,"[['Benito Hawelon', 'Albina Hafon', 1], ['Benito Hawelon', 'Dante Coginian', 1], ['Benito Hawelon', 'Henk Mies', 1], ['Dante Coginian', 'Varro Awelon', 1], ['Dante Coginian', 'Valeria Morlun', 1], ['Dante Coginian', 'Albina Hafon', 1], ['Dante Coginian', 'Benito Hawelon', 1]]"
43,2014-01-06 14:30:00,"[['Axel Calzas', 'Felix Balas', 1], ['Axel Calzas', 'Kare Orilla', 1], ['Axel Calzas', 'Isande Borrasca', 1], ['Axel Calzas', 'Lars Azada', 1], ['Axel Calzas', 'Elsa Orilla', 1], ['Axel Calzas', 'Gustav Cazar', 1], ['Axel Calzas', 'Vira Frente', 1], ['Axel Calzas', 'Birgitta Frente', 1], ['Nils Calixto', 'Sven Flecha', 1]]"
44,2014-01-06 14:35:00,"[['Albina Hafon', 'Benito Hawelon', 1], ['Albina Hafon', 'Dante Coginian', 1], ['Albina Hafon', 'Henk Mies', 1]]"
45,2014-01-06 14:40:00,"[['Anda Ribera', 'Carla Forluniau', 1], ['Anda Ribera', 'Mat Bramar', 1], ['Anda Ribera', 'Cornelia Lais', 1], ['Anda Ribera', 'Linda Lagos', 1], ['Anda Ribera', 'Rachel Pantanal', 1], ['Anda Ribera', 'Ruscella Mies', 1]]"
46,2014-01-06 14:45:00,"[['Vira Frente', 'Felix Balas', 1], ['Vira Frente', 'Isande Borrasca', 1], ['Vira Frente', 'Kare Orilla', 1], ['Vira Frente', 'Lars Azada', 1], ['Vira Frente', 'Marin Onda', 1], ['Vira Frente', 'Adra Nubarron', 1], ['Vira Frente', 'Brand Tempestad', 1], ['Vira Frente', 'Elsa Orilla', 1], ['Vira Frente', 'Gustav Cazar', 1]]"
47,2014-01-06 14:55:00,"[['Willem Vasco-Pais', 'Orhan Strum', 1], ['Ruscella Mies', 'Carla Forluniau', 1], ['Ruscella Mies', 'Mat Bramar', 1], ['Ruscella Mies', 'Anda Ribera', 1], ['Ruscella Mies', 'Cornelia Lais', 1], ['Ruscella Mies', 'Linda Lagos', 1], ['Ruscella Mies', 'Rachel Pantanal', 1]]"
48,2014-01-06 15:05:00,"[['Kanon Herrero', 'Nils Calixto', 1], ['Kanon Herrero', 'Hennie Osvaldo', 1]]"
49,2014-01-06 15:10:00,"[['Sven Flecha', 'Nils Calixto', 1]]"
50,2014-01-06 15:15:00,"[['Claudio Hawelon', 'Rachel Pantanal', 1], ['Ingrid Barranco', 'Cecilia Morluniau', 1]]"
51,2014-01-06 15:25:00,"[['Cecilia Morluniau', 'Ingrid Barranco', 1]]"
52,2014-01-06 15:30:00,"[['Ruscella Mies', 'Carla Forluniau', 1], ['Ruscella Mies', 'Mat Bramar', 1], ['Ruscella Mies', 'Anda Ribera', 1], ['Ruscella Mies', 'Cornelia Lais', 1], ['Ruscella Mies', 'Linda Lagos', 1], ['Ruscella Mies', 'Rachel Pantanal', 1]]"
53,2014-01-06 15:40:00,"[['Mat Bramar', 'Carla Forluniau', 1], ['Mat Bramar', 'Isak Baza', 1], ['Mat Bramar', 'Ingrid Barranco', 1], ['Mat Bramar', 'Varro Awelon', 1], ['Mat Bramar', 'Linda Lagos', 1], ['Mat Bramar', 'Elsa Orilla', 1], ['Mat Bramar', 'Adan Morlun', 1], ['Mat Bramar', 'Benito Hawelon', 1], ['Mat Bramar', 'Irene Nant', 1], ['Mat Bramar', 'Birgitta Frente', 1], ['Mat Bramar', 'Ada Campo-Corrente', 1], ['Mat Bramar', 'Nils Calixto', 1], ['Mat Bramar', 'Marin Onda', 1], ['Mat Bramar', 'Lars Azada', 1], ['Mat Bramar', 'Willem Vasco-Pais', 1], ['Mat Bramar', 'Sten Sanjorge Jr', 1], ['Mat Bramar', 'Brand Tempestad', 1], ['Mat Bramar', 'Dante Coginian', 1], ['Mat Bramar', 'Inga Ferro', 1], ['Mat Bramar', 'Cornelia Lais', 1], ['Mat Bramar', 'Sven Flecha', 1], ['Mat Bramar', 'Hideki Cocinaro', 1], ['Mat Bramar', 'Henk Mies', 1], ['Mat Bramar', 'Valeria Morlun', 1], ['Mat Bramar', 'Linnea Bergen', 1], ['Mat Bramar', 'Axel Calzas', 1], ['Mat Bramar', 'Rachel Pantanal', 1], ['Mat Bramar', 'Albina Hafon', 1], ['Mat Bramar', 'Ruscella Mies', 1], ['Mat Bramar', 'Kanon Herrero', 1], ['Mat Bramar', 'Felix Balas', 1], ['Mat Bramar', 'Kare Orilla', 1], ['Mat Bramar', 'Dylan Scozzese', 1], ['Mat Bramar', 'Loreto Bodrogi', 1], ['Mat Bramar', 'Claudio Hawelon', 1], ['Mat Bramar', 'Anda Ribera', 1], ['Mat Bramar', 'Minke Mies', 1], ['Mat Bramar', 'Isia Vann', 1], ['Mat Bramar', 'Lucas Alcazar', 1], ['Mat Bramar', 'Stenig Fusil', 1], ['Mat Bramar', 'Felix Resumir', 1], ['Mat Bramar', 'Orhan Strum', 1], ['Mat Bramar', 'Isande Borrasca', 1], ['Mat Bramar', 'Varja Lagos', 1], ['Mat Bramar', 'Edvard Vann', 1], ['Mat Bramar', 'Adra Nubarron', 1], ['Mat Bramar', 'Bertrand Ovan', 1], ['Mat Bramar', 'Hennie Osvaldo', 1], ['Mat Bramar', 'Cecilia Morluniau', 1], ['Mat Bramar', 'Lidelse Dedos', 1], ['Mat Bramar', 'Emile Arpa', 1], ['Mat Bramar', 'Gustav Cazar', 1], ['Mat Bramar', 'Vira Frente', 1]]"
54,2014-01-06 15:55:00,"[['Ruscella Mies', 'Carla Forluniau', 1], ['Ruscella Mies', 'Isak Baza', 1], ['Ruscella Mies', 'Ingrid Barranco', 1], ['Ruscella Mies', 'Varro Awelon', 1], ['Ruscella Mies', 'Linda Lagos', 1], ['Ruscella Mies', 'Elsa Orilla', 1], ['Ruscella Mies', 'Adan Morlun', 1], ['Ruscella Mies', 'Benito Hawelon', 1], ['Ruscella Mies', 'Irene Nant', 1], ['Ruscella Mies', 'Birgitta Frente', 1], ['Ruscella Mies', 'Ada Campo-Corrente', 1], ['Ruscella Mies', 'Nils Calixto', 1], ['Ruscella Mies', 'Marin Onda', 1], ['Ruscella Mies', 'Lars Azada', 1], ['Ruscella Mies', 'Willem Vasco-Pais', 1], ['Ruscella Mies', 'Sten Sanjorge Jr', 1], ['Ruscella Mies', 'Brand Tempestad', 1], ['Ruscella Mies', 'Dante Coginian', 1], ['Ruscella Mies', 'Inga Ferro', 1], ['Ruscella Mies', 'Cornelia Lais', 1], ['Ruscella Mies', 'Sven Flecha', 1], ['Ruscella Mies', 'Hideki Cocinaro', 1], ['Ruscella Mies', 'Henk Mies', 1], ['Ruscella Mies', 'Valeria Morlun', 1], ['Ruscella Mies', 'Linnea Bergen', 1], ['Ruscella Mies', 'Axel Calzas', 1], ['Ruscella Mies', 'Rachel Pantanal', 1], ['Ruscella Mies', 'Albina Hafon', 1], ['Ruscella Mies', 'Kanon Herrero', 1], ['Ruscella Mies', 'Felix Balas', 1], ['Ruscella Mies', 'Kare Orilla', 1], ['Ruscella Mies', 'Dylan Scozzese', 1], ['Ruscella Mies', 'Loreto Bodrogi', 1], ['Ruscella Mies', 'Claudio Hawelon', 1], ['Ruscella Mies', 'Anda Ribera', 1], ['Ruscella Mies', 'Minke Mies', 1], ['Ruscella Mies', 'Isia Vann', 1], ['Ruscella Mies', 'Lucas Alcazar', 1], ['Ruscella Mies', 'Stenig Fusil', 1], ['Ruscella Mies', 'Felix Resumir', 1], ['Ruscella Mies', 'Orhan Strum', 1], ['Ruscella Mies', 'Isande Borrasca', 1], ['Ruscella Mies', 'Varja Lagos', 1], ['Ruscella Mies', 'Edvard Vann', 1], ['Ruscella Mies', 'Mat Bramar', 1], ['Ruscella Mies', 'Adra Nubarron', 1], ['Ruscella Mies', 'Bertrand Ovan', 1], ['Ruscella Mies', 'Hennie Osvaldo', 1], ['Ruscella Mies', 'Cecilia Morluniau', 1], ['Ruscella Mies', 'Lidelse Dedos', 1], ['Ruscella Mies', 'Emile Arpa', 1], ['Ruscella Mies', 'Gustav Cazar', 1], ['Ruscella Mies', 'Vira Frente', 1]]"
55,2014-01-06 16:00:00,"[['Lucas Alcazar', 'Dante Coginian', 1]]"
56,2014-01-06 16:20:00,"[['Adra Nubarron', 'Felix Balas', 1], ['Adra Nubarron', 'Isande Borrasca', 1], ['Adra Nubarron', 'Kare Orilla', 1], ['Adra Nubarron', 'Lars Azada', 1], ['Adra Nubarron', 'Marin Onda', 1], ['Adra Nubarron', 'Brand Tempestad', 1], ['Adra Nubarron', 'Elsa Orilla', 1], ['Adra Nubarron', 'Gustav Cazar', 1]]"
57,2014-01-06 16:30:00,"[['Lars Azada', 'Axel Calzas', 1]]"
58,2014-01-06 16:35:00,"[['Axel Calzas', 'Lars Azada', 1]]"
59,2014-01-06 16:40:00,"[['Nils Calixto', 'Kanon Herrero', 1], ['Adan Morlun', 'Dylan Scozzese', 1], ['Adan Morlun', 'Varro Awelon', 1], ['Adan Morlun', 'Emile Arpa', 1], ['Adan Morlun', 'Dante Coginian', 1], ['Adan Morlun', 'Cecilia Morluniau', 1], ['Adan Morlun', 'Claudio Hawelon', 1], ['Adan Morlun', 'Henk Mies', 1], ['Adan Morlun', 'Irene Nant', 1], ['Adan Morlun', 'Benito Hawelon', 1], ['Dylan Scozzese', 'Irene Nant', 1], ['Dylan Scozzese', 'Cecilia Morluniau', 1]]"
